X1RACE,X1MTHID,X1MTHUTI,X1MTHEFF,X1MTHINT,X1PAR1EDU,X1PAR2EDU,X1PAR1OCC2,X1PAR2OCC2,X1FAMINCOME,S1ENGCOMP,S1MTHCOMP,S1SCICOMP,S1APCALC,S1IBCALC,P1JOBNOW1,P1JOBONET1_STEM1,P1JOBONET2_STEM1,P1MTHHWEFF,P1SCIHWEFF,P1ENGHWEFF,P1MTHCOMP,P1SCICOMP,P1ENGCOMP,P1CAMPMS,P1CAMPOTH,P1NOOUTSCH,P1MUSEUM,P1COMPUTER,P1FIXED,P1SCIFAIR,P1SCIPROJ,P1STEMDISC,P1EDUASPIRE,P1EDUEXPECT,sexbin,gradebin
0.3686960493736842,0.27780466483659655,0.2251573928997107,0.22780206491014587,0.21750124298712467,0.2518911724485356,0.24197210366455152,0.31704305020647944,0.3860859312162133,0.25341679263097955,0.22634640795902292,0.2983095018581894,0.26221785536777553,0.5091751172807459,0.46687915665770063,0.49840460120098423,0.18329399205070185,0.14029163035350192,0.5502321345411593,0.44852791767770467,0.37129879813085787,0.23859119170012502,0.28391067345672877,0.24515173771223975,0.9793929030333335,0.8371235276352805,0.9623834951028132,0.6466498066894631,0.3007525235192399,0.7445544354744381,0.9062993991030507,0.7845910937665656,0.5508443267358949,0.2936431469845176,0.2557548493876272,0.7385482073280969,0.7319243227873943
0.32180727643982204,0.27575396782268424,0.2225097310459546,0.24358991011198292,0.2065761492488845,0.2817757646015625,0.28369605837119816,0.31468279470836996,0.4110446087293874,0.27396648820254127,0.22741343308006615,0.31154763521511114,0.27389111399927185,0.47851754120118284,0.5178519535359647,9.780784397788131e-11,0.16925118103490436,0.15877197992175868,0.505634943412759,0.44330647502486875,0.4140170226984524,0.27736151356832206,0.23672240768339087,0.26177684910099536,6.91590148498514e-12,4.132786811915724e-11,1.0563777149993427e-11,7.524618158637065e-11,1.1464945579900786e-10,6.25804744129143e-11,2.294438491554105e-11,4.9799241016950255e-11,8.782611238490587e-11,0.3719485891680785,0.3004861593092531,5.773299380236829e-11,6.690340319139056e-11
0.4278996731691714,0.3066197387208494,0.20293594747451651,0.18712133590763017,0.22590258404527994,0.25316852687008873,0.27432673356061116,0.29477366013292905,0.39304655451722664,0.24493434163059238,0.23106608549818924,0.29479023725706394,0.27725913236241606,0.4816114991510557,0.5040587907606301,0.0859957379380879,0.17814214349528334,0.14444281507351137,0.5941810091264074,0.45085250620679496,0.39306749018679854,0.283371135479046,0.2500001896104479,0.23505834773895842,0.35950500348088826,0.25244477743795124,0.3465076043848626,0.16300995091353448,0.04968797128869743,0.20717554628345466,0.30483983798028164,0.22802716611636986,0.11367131188189057,0.28024849534398355,0.2489833639051864,0.20345312424677675,0.176102609474639
0.31898241162350927,0.3172552898094862,0.21487748776002252,0.2303654536599916,0.21911719029806603,0.24914680842462664,0.2555687170897177,0.31960975341521497,0.3580102118087392,0.23870800394673392,0.22622607794045133,0.2697216340311922,0.2950173180937705,0.46101420332851156,0.43590365636909095,0.08428886934854804,0.1543033467871318,0.15494261693013228,0.5832175206510155,0.45049411483748,0.41221581040634486,0.22432507637334165,0.16908717202148812,0.2483628637867824,0.3577435575441089,0.2529304407429948,0.33576572657896003,0.16229684485937176,0.03197196433960876,0.19307153085929712,0.31369249171522584,0.22512846366324382,0.10509559923945012,0.3311622307721967,0.24965223473109258,0.1909289912790135,0.18736498394341514
0.3635193207816345,0.29495266621000216,0.22286118582290165,0.20622146391389892,0.2316428641011251,0.2466286888116349,0.26036715364230745,0.3008648292764993,0.3471381417348172,0.26490918594894247,0.21734616274098464,0.2657782584832552,0.260899493824299,0.4081562848336705,0.42773412337101685,0.08703743391210594,0.16037069402943127,0.15803878765846796,0.5629275487712482,0.4077198253893916,0.4088880766445592,0.23871610677891425,0.2285979560734188,0.31055107727717257,0.3577408905032124,0.2583689410592148,0.3398932404538483,0.15028233618968911,0.03839226915788366,0.20834223104556313,0.30854511500996157,0.22414219037123445,0.10858391074814122,0.27718852579728703,0.26297484750897204,0.20615091631469584,0.1845684920468262
0.3142545955993502,0.290647630919438,0.20370432700722294,0.20576079051971222,0.24393800091988715,0.2552997832017527,0.27207170229154626,0.31532296018146433,0.4002715127492158,0.24068367517112496,0.21412936717194214,0.5524518509235273,0.28393745309976837,0.45375736171510966,0.44884208989470936,0.08772306020821231,0.1749271999934339,0.13732527747513693,0.5316609238412727,0.47402989601157725,0.38998222429035645,0.26865559741241485,0.25203847200943813,0.24401489885044372,0.3578007507544483,0.2544770657706084,0.3465881688065117,0.15867394524405742,0.04135984452336948,0.2101058494454918,0.30217077292605365,0.22755189674147158,0.1131172556132349,0.3075663480214023,0.22486206650956234,0.2014231172538197,0.19187376633283526
0.3618738262155186,0.27570928194278,0.18898943925148398,0.22759397669546513,0.2052826369400825,0.28674431119029364,0.3032606795972304,0.3439810924855332,0.3382674355917008,0.2611333914844245,0.2356778112868097,0.20134695499045685,0.26809525184642286,0.5587810925786196,0.4547942373102011,0.07186603780347534,0.15806739943163656,0.1898517992813499,0.5036101767686304,0.4509876261972773,0.3755338080994139,0.3300024821991501,0.27069533309994764,0.20984311645309495,0.35843733605213757,0.26625549218402905,0.3488864986601891,0.15120683433313378,0.038433864219948585,0.21786625602481524,0.3107516629904728,0.19256956608428896,0.11629551746803457,0.25724806350463036,0.2440972022921023,0.21105480610187533,0.1813209530701423
0.3264598774547626,0.26247729738292697,0.18156718388051968,0.22281434648362147,0.24026552269604273,0.22922381251718446,0.27888681619966016,0.3488243382344481,0.32274117292184096,0.25233006543539743,0.21451295185347355,0.23992879631840125,0.3237882465887188,0.46188028270922715,0.4320496164922436,0.081191508269589,0.16945237000765717,0.11793397545248374,0.5739440534325521,0.49701489869400245,0.4287464628562764,0.27982975633197243,0.26901398295698303,0.259160606862362,0.374729941014873,0.2531959148063598,0.33505265598797607,0.1457283268164245,0.052950993000847504,0.2075427485511106,0.2955616492945387,0.2287825007697374,0.13383213906585573,0.34805487940011803,0.22868612089991613,0.18962239306475798,0.2133878946477843
0.3343206217407214,0.2571223050585504,0.21858335640953488,0.21359268265607612,0.23127369653317892,0.2064413044344596,0.25561874452111144,0.3367293213610114,0.3314412791998233,0.23002191744850478,0.23093964103132428,0.30453578170512247,0.3016162043429473,0.44270499541230884,0.444878451720855,0.07699932429858374,0.15985206428962967,0.16253337534699117,0.5400617634431688,0.42365927286820715,0.42857142857145236,0.2579894163742588,0.2798622824746869,0.24382627324472714,0.36031725200937625,0.27739749578294687,0.3500224741483072,0.15698147739128682,0.06517044672289911,0.21633894637714574,0.3286093361972835,0.23259100806411187,0.07231632609251991,0.2644628765924854,0.24088039201233422,0.18290391353695185,0.2058375853448265
0.36227068505335697,0.2593822166434774,0.21814537632392025,0.22326962147283852,0.19380734989712625,0.23570233046928182,0.23035349708282574,0.3555929302040033,0.3714477495758952,0.2730677946704051,0.22111020077363766,0.2676685216831481,0.30298018125668547,0.42513624134349987,0.5150514429538096,0.07972979583853505,0.19857610692473648,0.19107050509921727,0.5429329141374087,0.4940826437181573,0.4106149670467343,0.22687147339697705,0.203485376471259,0.2466442140682607,0.35622476006954384,0.27384111797639576,0.3416655368257922,0.12692467521068676,0.04750100190415782,0.20984877879199007,0.3224420460181871,0.2102143689521295,0.1349027959634069,0.27094798672118947,0.22703125936812243,0.232786791718314,0.22015385143092026
